-1, 164.000000, 0.062442, 0.077280, 0.139867, 0.009051, 0.062808, 0.578064, 0.012129, 10631.753906, 0.541624, 0.962900, 0.004154, 0.563711, 0.000055, 0.003437, 0.003464, 2.046575
-1, 5.000000, 0.033524, 0.034400, 0.089348, 0.000256, 0.041987, 0.114487, 0.012470, 10.185987, 0.626068, 0.974591, 0.001850, 0.000917, 0.000051, 0.000183, 2.045770, 2.046575
-1, 61.000000, 1.081916, 1.169519, 3.791377, 1.153933, 2.442898, 4.741390, 0.077290, 6.506380, 0.419792, 0.603691, 2.824149, 1.881626, 0.018917, 0.030846, 3.974223, 2.212334
-1, 22.000000, 0.595791, 0.598131, 1.591047, 0.579770, 0.626044, 3.166535, 0.159392, 3.830889, 0.649120, 0.942264, 0.459149, 2.065187, 0.026353, 0.093872, 7.836051, 1.638236
-1, 14.000000, 0.296549, 0.296553, 0.956877, 0.000970, 3.562124, 0.967331, 0.001016, 2.684973, 0.234963, 0.795220, 0.157343, 0.132564, 0.000069, 0.009469, 8.410502, 1.638236
-1, 19.000000, 0.536460, 0.555603, 1.636924, 1.118886, 0.593833, 2.045193, 0.141882, 8.073596, 0.771432, 0.728766, 0.525081, 0.070169, 0.058889, 0.003693, 4.566134, 1.517113
-1, 26.000000, 0.475992, 0.504988, 1.537182, 0.425477, 0.579126, 2.586015, 0.109128, 4.486456, 0.499132, 0.841346, 0.479707, 5.013288, 0.016365, 0.192819, 5.227776, 1.517113
-1, 26.000000, 0.180116, 0.191852, 0.571332, 0.077751, 0.189735, 1.026273, 0.031267, 15.239749, 0.587321, 0.986164, 0.048647, 0.248998, 0.002990, 0.009577, 2.398645, 2.395181
-1, 151.000000, 0.062258, 0.078466, 0.139892, 0.008728, 0.062468, 0.662326, 0.011279, 7684.975098, 0.828634, 0.963983, 0.004134, 0.517428, 0.000058, 0.003427, 0.004001, 2.051446
-1, 4.000000, 0.027871, 0.028691, 0.071555, 0.000137, 0.034633, 0.085922, 0.011724, 18.077368, 1.094612, 0.984771, 0.001232, 0.000421, 0.000034, 0.000105, 2.054829, 2.051446
-1, 62.000000, 1.086709, 1.175165, 3.816598, 1.130044, 2.485719, 4.779157, 0.076301, 7.669515, 0.469027, 0.605235, 2.864996, 1.956857, 0.018227, 0.031562, 3.959996, 2.179719
-1, 23.000000, 0.612949, 0.638234, 1.656133, 0.753906, 0.631893, 3.220940, 0.156572, 3.989383, 0.635897, 0.932769, 0.488965, 2.254763, 0.032779, 0.098033, 7.826854, 1.606875
-1, 14.000000, 0.295983, 0.295983, 0.954608, 0.061831, 0.573287, 0.958609, 0.000373, 1.585912, 0.136932, 0.794453, 0.156678, 0.054649, 0.004417, 0.003904, 8.403367, 1.606875
-1, 18.000000, 0.547952, 0.566475, 1.636924, 0.393514, 0.826512, 2.019355, 0.148706, 9.227577, 0.815354, 0.723638, 0.531184, 0.057832, 0.021862, 0.003213, 4.557594, 1.230613
-1, 18.000000, 0.258373, 0.259488, 0.750149, 0.141661, 0.274631, 1.260013, 0.046915, 6.088502, 0.635813, 0.949197, 0.095451, 0.154253, 0.007870, 0.008570, 5.017663, 1.015237
-1, 8.000000, 0.139285, 0.139326, 0.436890, 0.030105, 0.154011, 0.447427, 0.010016, 3.279474, 0.274456, 0.901769, 0.036350, 0.071510, 0.003763, 0.008939, 5.745101, 1.015237
-1, 25.000000, 0.180197, 0.193036, 0.571332, 0.070488, 0.196201, 0.931408, 0.026965, 12.582498, 0.477346, 0.980289, 0.050115, 0.207890, 0.002820, 0.008316, 2.391019, 2.389692
-1, 156.000000, 0.062665, 0.079133, 0.159816, 0.011410, 0.062840, 0.741365, 0.013415, 7805.705078, 0.909194, 0.964203, 0.004260, 0.541758, 0.000073, 0.003473, 0.003577, 2.047033
-1, 6.000000, 0.033135, 0.034284, 0.094129, 0.000459, 0.042359, 0.115153, 0.003525, 20.297653, 0.838618, 0.981554, 0.001749, 0.000432, 0.000077, 0.000072, 2.049773, 2.047033
